EXP_GENE,RT_GENE,CORR
CHST4,C5orf49-rt,0.861018038455
CPNE9,C5orf49-rt,0.861018038455
CR2,C5orf49-rt,0.861018038455
CYP2S1,C5orf49-rt,0.861018038455
DNMT3B,C5orf49-rt,0.861018038455
DPPA4,C5orf49-rt,0.861018038455
EPHA1,C5orf49-rt,0.861018038455
ERVMER34-1,C5orf49-rt,0.861018038455
FAM124B,C5orf49-rt,0.861018038455
FAM46B,C5orf49-rt,0.861018038455
FOXD3,C5orf49-rt,0.861018038455
GLS2,C5orf49-rt,0.861018038455
HHLA2,C5orf49-rt,0.861018038455
HLA-DPB2,C5orf49-rt,0.861018038455
HTR3A,C5orf49-rt,0.861018038455
IDO1,C5orf49-rt,0.861018038455
JARID2,C5orf49-rt,0.861018038455
KCND2,C5orf49-rt,0.861018038455
LCK,C5orf49-rt,0.861018038455
LECT1,C5orf49-rt,0.861018038455
POLR3G,C5orf49-rt,0.861018038455
PPM1B,C5orf49-rt,0.861018038455
PRDM14,C5orf49-rt,0.861018038455
RASGRP2,C5orf49-rt,0.861018038455
SEMG1,C5orf49-rt,0.861018038455
SMPDL3B,C5orf49-rt,0.861018038455
SNRPN,C5orf49-rt,0.861018038455
UGP2,C5orf49-rt,0.861018038455
USP44,C5orf49-rt,0.861018038455
VASH2,C5orf49-rt,0.861018038455
ZDHHC19,C5orf49-rt,0.861018038455
ZNF398,C5orf49-rt,0.861018038455
ZSCAN10,C5orf49-rt,0.861018038455
AASS,GABRA5-rt,0.807991890432
C12orf56,GABRA5-rt,0.807991890432
CAPN11,GABRA5-rt,0.807991890432
CHST4,GABRA5-rt,0.807991890432
CPNE9,GABRA5-rt,0.807991890432
CR2,GABRA5-rt,0.807991890432
CYP2S1,GABRA5-rt,0.807991890432
DNMT3B,GABRA5-rt,0.807991890432
DPPA4,GABRA5-rt,0.807991890432
EPHA1,GABRA5-rt,0.807991890432
ERVMER34-1,GABRA5-rt,0.807991890432
FAM124B,GABRA5-rt,0.807991890432
FAM46B,GABRA5-rt,0.807991890432
FOXD3,GABRA5-rt,0.807991890432
GLS2,GABRA5-rt,0.807991890432
HHLA2,GABRA5-rt,0.807991890432
HLA-DPB2,GABRA5-rt,0.807991890432
HTR3A,GABRA5-rt,0.807991890432
IDO1,GABRA5-rt,0.807991890432
JARID2,GABRA5-rt,0.807991890432
KCND2,GABRA5-rt,0.807991890432
LCK,GABRA5-rt,0.807991890432
LECT1,GABRA5-rt,0.807991890432
POLR3G,GABRA5-rt,0.807991890432
PPM1B,GABRA5-rt,0.807991890432
PRDM14,GABRA5-rt,0.807991890432
RASGRP2,GABRA5-rt,0.807991890432
SEMG1,GABRA5-rt,0.807991890432
SMPDL3B,GABRA5-rt,0.807991890432
SNRPN,GABRA5-rt,0.807991890432
UGP2,GABRA5-rt,0.807991890432
USP44,GABRA5-rt,0.807991890432
VASH2,GABRA5-rt,0.807991890432
ZDHHC19,GABRA5-rt,0.807991890432
ZNF398,GABRA5-rt,0.807991890432
ZSCAN10,GABRA5-rt,0.807991890432
AASS,LOC100132891-rt,0.847300170389
C12orf56,LOC100132891-rt,0.847300170389
CAPN11,LOC100132891-rt,0.847300170389
CHST4,LOC100132891-rt,0.847300170389
CPNE9,LOC100132891-rt,0.847300170389
